,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj
Dapma7bEVm006104,-0.000413063,0.999405646,0.999405646,-0.427163307,0.44131458,0.954878077,-0.103025146,0.852727562,0.998544574
Dapma7bEVm006105,-0.192527706,0.593577793,0.908515651,0.229625315,0.52105283,0.967706658,-0.056410589,0.875869385,0.998544574
Dapma7bEVm006106,-0.622669127,0.331235949,NA,-0.248977087,0.695495159,0.991705864,0.197662763,0.756007648,0.998544574
Dapma7bEVm006107,0.274724959,0.170395156,0.62146825,0.122155603,0.541912192,0.971159653,0.207629649,0.30105876,0.997835001
Dapma7bEVm006110,0.067168568,0.835850745,0.967021886,0.083064746,0.796458462,0.995280907,-0.005612429,0.986290805,0.999369764
Dapma7bEVm006111,-0.44840252,0.625321718,NA,-1.9056414,0.043798435,0.644160759,-0.624304169,0.49949602,0.997835001
Dapma7bEVm006112,0.051870917,0.885589638,0.979022792,-0.290062269,0.421698237,0.952985701,-0.003210753,0.992923368,0.9993904
Dapma7bEVm006113,-0.302144262,0.192541461,0.646212955,-0.239808008,0.300408168,0.933826739,0.225636567,0.329849771,0.997835001
Dapma7bEVm006114,-1.073350657,0.09646145,NA,0.483609635,0.435114307,0.953749285,-0.975085214,0.132361278,0.933200618
Dapma7bEVm006115,0.614126973,0.515360935,NA,0.310265579,0.742576039,0.995280907,0.973245324,0.301802359,0.997835001
Dapma7bEVm006116,0.841422105,0.063766219,0.402830025,0.440664878,0.332277582,0.941696037,1.162162408,0.010380897,0.458970235
Dapma7bEVm006117,-1.441509475,0.067048406,NA,0.463068885,0.545299633,0.971159653,-0.061965845,0.936001945,0.998544574
Dapma7bEVm006118,0.218199498,0.434968663,0.840886715,-0.236983613,0.397480735,0.952985701,0.403459702,0.148929348,0.945673822
Dapma7bEVm006120,0.204860039,0.707325431,NA,-1.033681735,0.063259194,0.720340187,0.454976152,0.404042423,0.997835001
Dapma7bEVm006121,-1.38203958,NA,NA,-0.38404315,NA,NA,-0.557900872,NA,NA
Dapma7bEVm006122,-0.600252681,0.040282381,0.316085231,-0.301731459,0.300686207,0.933826739,-0.021772108,0.940533315,0.998544574
Dapma7bEVm006123,0.003867594,0.987497984,0.997674516,-0.325797379,0.186885619,0.877495148,0.157698757,0.522900174,0.997835001
Dapma7bEVm006124,0.692899109,0.26127051,NA,0.513942209,0.404458021,0.952985701,0.811005673,0.188865076,0.974249988
Dapma7bEVm006125,-0.226044951,0.505598084,0.876547521,-0.513360811,0.130587112,0.830789187,0.022057857,0.948203237,0.998544574
Dapma7bEVm006126,0.020289283,0.936289747,0.98995563,-0.353710275,0.163531903,0.856425598,0.188332829,0.458122797,0.997835001
Dapma7bEVm006127,0.972293044,0.042924501,0.327116526,-0.025106738,0.958489481,0.998693083,0.919465297,0.055869479,0.791340468
Dapma7bEVm006128,0.594118166,0.009874769,0.13445485,0.363403505,0.114492502,0.807890346,0.457531015,0.0473432,0.757689943
Dapma7bEVm006129,0.305377927,0.314151529,0.762501523,0.178141336,0.556549274,0.971159653,0.295988079,0.33056006,0.997835001
Dapma7bEVm006130,-0.227651542,0.872036305,NA,-1.22554405,0.389126957,0.952985701,0.368295413,0.793930528,0.998544574
Dapma7bEVm006133,-1.521443961,0.235739518,NA,-2.755613932,0.034371351,0.59440551,-2.088350782,0.107389791,0.912609502
Dapma7bEVm006134,0.149105801,0.872134105,NA,0.902127593,0.323633673,0.941696037,1.443208417,0.114031563,0.920421801
Dapma7bEVm006135,-0.527484444,0.339467021,NA,-0.187820461,0.731858387,0.994690358,0.087437327,0.873500297,0.998544574
Dapma7bEVm006136,-0.451394378,0.403460813,NA,-1.165383481,0.033146357,0.584036355,0.519140865,0.329710227,0.997835001
Dapma7bEVm006137,-0.528276161,0.289766932,NA,-0.035489173,0.942525328,0.997211633,0.360380819,0.464452601,0.997835001
Dapma7bEVm006138,-0.704657452,0.422591819,NA,-0.644483715,0.461341199,0.959980398,0.42561111,0.624424143,0.997835001
Dapma7bEVm006139,-1.292790736,0.454228996,NA,0.155150575,0.927154959,0.997105207,-1.042053182,0.545998018,0.997835001
Dapma7bEVm006142,-0.361770777,0.65442058,NA,-0.644474783,0.425363078,0.953011705,-0.263359463,0.744783913,0.998544574
Dapma7bEVm006143,0.595265837,0.595958486,0.908948229,0.649547354,0.562750649,0.971159653,0.748804436,0.504812656,0.997835001
Dapma7bEVm006144,0.452256468,0.48331189,NA,0.067159134,0.917206752,0.996018607,0.09249645,0.886727037,0.998544574
Dapma7bEVm006145,-0.537456619,0.084642062,0.466518102,-0.307173352,0.323045679,0.941696037,-0.13592871,0.662366564,0.998387735
Dapma7bEVm006146,-0.334409306,0.757933364,NA,-0.000571421,0.999577539,0.999796072,-0.693507842,0.525884554,0.997835001
Dapma7bEVm006147,1.96490283,0.294756139,0.746628621,1.168453091,0.5333606,0.969618438,1.441493438,0.442278003,0.997835001
Dapma7bEVm006149,-0.90658158,0.022429311,0.225352343,-0.335235046,0.394726177,0.952985701,-0.182829379,0.643347212,0.997835001
Dapma7bEVm006150,-3.460288979,0.088729788,NA,-1.545862396,0.422683934,0.952985701,0.252780517,0.894662313,0.998544574
Dapma7bEVm006151,0.392771338,0.528750212,NA,0.20675202,0.739881619,0.995280907,0.394141757,0.528988447,0.997835001
Dapma7bEVm006153,0.155829605,0.912636786,NA,0.615866923,0.662335548,0.984108345,-1.362198713,0.356543362,0.997835001
Dapma7bEVm006154,0.022110565,0.939994755,0.990710614,-0.57821756,0.050418151,0.679435576,-0.17905603,0.545043209,0.997835001
Dapma7bEVm006156,3.510798134,0.005761137,NA,3.309560507,0.009230189,0.329054397,3.96507244,0.00179521,0.183925319
Dapma7bEVm006157,-0.17433879,0.520451384,0.88392403,-0.074240195,0.783223769,0.995280907,-0.406066843,0.13771545,0.942348685
Dapma7bEVm006158,-0.477360668,0.370599835,0.80311621,-0.002210337,0.996669763,0.999771496,-0.168924493,0.751075741,0.998544574
Dapma7bEVm006159,0.216486168,0.449527592,0.850611422,0.13668054,0.632907953,0.983997403,-0.166860896,0.56077695,0.997835001
Dapma7bEVm006160,0.020221347,0.95309525,0.991962559,0.030546359,0.929082858,0.997211633,-0.291580839,0.398379224,0.997835001
Dapma7bEVm006161,-0.382342008,0.221625443,0.681714128,-0.383692383,0.218898351,0.897972186,-0.485290922,0.122156561,0.926849964
Dapma7bEVm006162,-0.228671224,0.626748528,0.918073906,-0.145464559,0.756262794,0.995280907,-0.423108394,0.370668144,0.997835001
Dapma7bEVm006163,-0.101321592,0.725303107,0.945412097,-0.091820525,0.74957094,0.995280907,-0.183483156,0.525911992,0.997835001
Dapma7bEVm006164,0.577398939,0.085997353,0.470332565,0.343084354,0.307627239,0.938852682,-0.085441252,0.800633328,0.998544574
Dapma7bEVm006165,-0.019679979,0.961147538,0.993726831,0.158825971,0.69288377,0.990902076,0.17901017,0.657705117,0.998247148
Dapma7bEVm006166,0.092815157,0.784976533,0.956341445,0.37643614,0.267819956,0.921222436,0.2446857,0.472048276,0.997835001
Dapma7bEVm006167,0.548175465,0.007584409,0.11283798,0.328918022,0.109001975,0.803630103,-0.005465926,0.979026775,0.998544574
Dapma7bEVm006168,-0.76407175,0.187255319,NA,0.40323089,0.473621103,0.959980398,-0.660455474,0.255648991,0.997835001
Dapma7bEVm006169,-0.400825192,0.587727983,0.905426973,0.772025236,0.29408577,0.93231993,0.897193674,0.22306449,0.997835001
Dapma7bEVm006170,-0.733868657,0.06460107,NA,-0.285037966,0.466884031,0.959980398,-0.429258358,0.278505159,0.997835001
Dapma7bEVm006171,-0.251256122,0.545109688,0.893667133,-0.594663798,0.152696084,0.849580955,-0.623171938,0.137486499,0.942348685
Dapma7bEVm006172,-0.04044668,0.825201684,0.965622596,0.128658736,0.479876229,0.959980398,0.000489377,0.997873324,0.999938786
Dapma7bEVm006173,-0.254184186,0.263088526,0.71915683,0.064077346,0.776012391,0.995280907,-0.226891238,0.319374643,0.997835001
Dapma7bEVm006174,0.327248559,0.656076434,NA,0.50617277,0.489790157,0.963491875,-1.341013134,0.075539513,0.849374821
Dapma7bEVm006175,-0.014412106,0.966115332,0.99557375,-0.095487148,0.777958565,0.995280907,-0.507845309,0.138479451,0.942348685
Dapma7bEVm006176,-0.130754983,0.434325681,0.840259282,0.13305404,0.420405374,0.952985701,-0.142764104,0.39624414,0.997835001
Dapma7bEVm006177,0.436904211,0.658372635,NA,1.236345283,0.209104564,0.884141008,0.729639246,0.460067282,0.997835001
Dapma7bEVm006178,0.226794229,0.733017656,NA,0.709586034,0.281452709,0.926961898,-0.435823096,0.519737339,0.997835001
Dapma7bEVm006179,0.302691593,0.276171038,0.730842385,0.054983718,0.843195075,0.995987636,-0.147687902,0.598307571,0.997835001
Dapma7bEVm006180,-0.16593869,0.763097689,NA,-0.718944741,0.19334012,0.877495148,-1.013486866,0.070498151,0.842554623
Dapma7bEVm006181,-0.474938155,0.123942758,0.553141655,0.143220731,0.638539435,0.984108345,-0.143440099,0.64139351,0.997835001
Dapma7bEVm006182,0.183069027,0.639481757,0.921434092,0.504567142,0.193874239,0.877765006,0.334139194,0.392887576,0.997835001
Dapma7bEVm006183,-0.226599778,0.3192056,0.764793518,-0.142710875,0.52597332,0.969243458,-0.50192652,0.030321874,0.647333606
Dapma7bEVm006184,0.105573964,0.769560839,0.956341445,0.008558861,0.981030569,0.999520833,0.309582951,0.390321365,0.997835001
Dapma7bEVm006185,-0.05443694,0.889234103,0.97902678,0.025999627,0.946716893,0.997211633,-0.029132701,0.940757239,0.998544574
Dapma7bEVm006186,-0.151875864,0.863860317,NA,0.197220443,0.822592182,0.995280907,-0.492834994,0.581414604,0.997835001
Dapma7bEVm006187,-0.126112347,0.740996479,0.950272967,-0.178840587,0.638706181,0.984108345,-0.533765274,0.164716613,0.956380318
Dapma7bEVm006188,0.59018522,0.29183725,0.743573353,0.793075585,0.156352753,0.85321381,-0.391529629,0.485812716,0.997835001
Dapma7bEVm006189,-0.248043371,0.308470982,0.756208471,-0.077117683,0.75027256,0.995280907,-0.42312387,0.084187902,0.871169034
Dapma7bEVm006190,0.242667328,0.421990608,0.834178879,0.675676139,0.024362731,0.508695631,-0.0110107,0.971131136,0.998544574
Dapma7bEVm006191,-0.551601742,0.638547138,NA,0.326821498,0.777206849,0.995280907,-1.783121336,0.14762633,0.945435905
Dapma7bEVm006192,1.241597543,0.001495191,0.035272049,0.663456435,0.090487399,0.786032462,0.115667784,0.770456998,0.998544574
Dapma7bEVm006193,0.363490544,0.029574042,0.265923926,-0.067380979,0.687151055,0.990313418,-0.142507976,0.396889608,0.997835001
Dapma7bEVm006194,0.126752953,0.76355119,0.95414246,-0.437814217,0.30099866,0.933826739,-0.360915696,0.397088406,0.997835001
Dapma7bEVm006195,0.126151673,0.352578605,0.79021436,0.205123121,0.129186932,0.83019483,0.042061556,0.757558289,0.998544574
Dapma7bEVm006196,-2.242825691,0.015801428,NA,-0.315861831,0.726195117,0.994207572,-2.787929447,0.00340023,0.27364207
Dapma7bEVm006197,-0.391470865,0.239753114,0.697970478,-0.332754368,0.316025775,0.941696037,-0.047343933,0.886755781,0.998544574
Dapma7bEVm006198,0.200613468,0.506553209,0.876636617,0.217227703,0.470602549,0.959980398,-0.020620539,0.94591073,0.998544574
Dapma7bEVm006199,0.052951264,0.792664239,0.958373294,0.271421749,0.175564706,0.867556343,-0.213316388,0.293131773,0.997835001
Dapma7bEVm006200,1.683348252,0.016498356,NA,1.455008336,0.038209228,0.612245181,-0.616210765,0.394120173,0.997835001
Dapma7bEVm006201,0.15869944,0.875492133,NA,-0.251753935,0.804097613,0.995280907,0.137396869,0.892406292,0.998544574
Dapma7bEVm006202,0.412680588,0.574696534,NA,-0.075513715,0.91847709,0.996018607,1.063026889,0.146386532,0.945435905
Dapma7bEVm006203,-0.192325732,0.457785632,0.855370018,0.114057688,0.657491325,0.984108345,-0.168862666,0.515621379,0.997835001
Dapma7bEVm006204,-0.031693651,0.900096171,0.980244634,-0.289392913,0.251718446,0.909351283,-0.606348589,0.018273164,0.551283734
Dapma7bEVm006205,0.614832618,0.052743618,0.365275753,0.883174023,0.005125373,0.242313438,0.334251928,0.296029745,0.997835001
Dapma7bEVm006206,-0.674707785,0.062309047,0.397786938,-0.2134414,0.549246177,0.971159653,-0.123191177,0.731379317,0.998544574
Dapma7bEVm006207,0.61608016,0.20216767,NA,0.057392201,0.905767947,0.996018607,0.488619885,0.313655505,0.997835001
Dapma7bEVm006208,0.354871337,0.527959746,0.887021639,-0.311128932,0.581190473,0.97306878,-0.88274003,0.122045783,0.926849964
Dapma7bEVm006209,0.333190865,0.397334069,NA,-0.199833789,0.613417118,0.980781759,-0.099162498,0.80346197,0.998544574
Dapma7bEVm006210,-0.083825454,0.617272141,0.915076084,-0.052251749,0.754847039,0.995280907,-0.1685444,0.316484235,0.997835001
Dapma7bEVm006211,-0.420479622,0.13995153,0.578165675,0.115155804,0.681669178,0.988888112,-0.116609143,0.681556403,0.998544574
Dapma7bEVm006212,0.614689641,0.363127273,NA,-0.025057609,0.970734028,0.999117826,0.697313657,0.303577214,0.997835001
Dapma7bEVm006213,-0.135717462,0.505113343,0.876547521,-0.18364242,0.365444644,0.947850483,-0.10292557,0.614404228,0.997835001
Dapma7bEVm006214,-0.022024891,0.92757986,0.986659686,-0.408736115,0.092368927,0.787135536,-0.153870747,0.527807992,0.997835001
Dapma7bEVm006215,0.072674667,0.819514313,0.964779209,-0.036714873,0.908130915,0.996018607,-0.28525048,0.37321845,0.997835001
Dapma7bEVm006216,0.298034188,0.675366635,NA,-0.052337904,0.941425839,0.997211633,-0.457976035,0.524567416,0.997835001
Dapma7bEVm006217,0.293131483,0.185435426,0.6400977,0.141963065,0.520889878,0.967706658,-0.061878564,0.781431395,0.998544574
Dapma7bEVm006218,-0.486879914,0.356065115,0.791998095,-0.557034046,0.290425212,0.928872871,-0.853544465,0.107529653,0.912609502
Dapma7bEVm006219,-0.646813737,0.007478085,0.112039617,-0.206208035,0.388238538,0.952985701,-0.497617651,0.03980999,0.728460803
Dapma7bEVm006221,-1.033843039,0.073833379,NA,0.076217769,0.891111192,0.996018607,-0.167042567,0.767598795,0.998544574
Dapma7bEVm006223,0.395854719,0.286103438,0.739550472,0.027275571,0.941511878,0.997211633,-0.04052645,0.914012925,0.998544574
Dapma7bEVm006224,-0.22707513,0.511701246,0.880068231,-0.014714995,0.965838229,0.999117826,-0.078200551,0.821375074,0.998544574
Dapma7bEVm006225,-1.04158264,0.191713464,NA,-0.579908936,0.465136923,0.959980398,-0.203584728,0.797706023,0.998544574
Dapma7bEVm006226,0.126027243,0.608795403,0.912685894,0.066279554,0.787308444,0.995280907,0.155662238,0.528305235,0.997835001
Dapma7bEVm006227,0.190304898,0.680709838,NA,-0.070274493,0.879241173,0.996018607,-0.393133085,0.403270343,0.997835001
Dapma7bEVm006228,0.305441536,0.650989646,NA,-0.288581369,0.670970728,0.985471585,0.151208608,0.823891511,0.998544574
Dapma7bEVm006229,-0.055650475,0.790929322,0.958185239,0.378550786,0.068238598,0.735329274,0.052649241,0.80231721,0.998544574
Dapma7bEVm006230,0.113884037,0.629926018,0.918444319,-0.018863305,0.936260791,0.997211633,-0.206204798,0.388126717,0.997835001
Dapma7bEVm006231,-0.288101821,0.713427462,NA,0.466203206,0.546118317,0.971159653,-0.154619625,0.843956735,0.998544574
Dapma7bEVm006232,0.829095123,0.570330663,NA,-0.012115734,0.993423099,0.999771496,0.231467583,0.875210525,0.998544574
Dapma7bEVm006233,0.346807965,0.30448089,0.75499195,0.239031593,0.478630009,0.959980398,-0.425916153,0.212339925,0.991607831
Dapma7bEVm006234,0.257116586,0.146879774,0.586829521,0.310560749,0.078558926,0.764443759,0.250708663,0.158542306,0.956380318
Dapma7bEVm006235,-0.07100264,0.797802433,0.959643642,0.076923048,0.779456654,0.995280907,0.019649919,0.943626246,0.998544574
Dapma7bEVm006236,-0.57730681,0.205746459,NA,-0.126681988,0.778264054,0.995280907,-0.48368508,0.290315029,0.997835001
Dapma7bEVm006237,-0.453847344,0.48250584,NA,-0.45530274,0.479270122,0.959980398,-0.403070901,0.533963739,0.997835001
Dapma7bEVm006238,0.231358868,0.623780769,0.916806835,0.117267806,0.80336926,0.995280907,0.078368707,0.868649398,0.998544574
Dapma7bEVm006239,-0.00589663,0.98500816,0.997577235,-0.188364551,0.547821057,0.971159653,-0.386284693,0.224380228,0.997835001
Dapma7bEVm006240,0.196331381,0.704678992,NA,-1.027008025,0.05074327,0.681892439,-0.444339966,0.396754412,0.997835001
Dapma7bEVm006242,1.377225909,4.55E-13,1.34E-10,0.405675309,0.033523078,0.586346885,0.224287654,0.241787966,0.997835001
Dapma7bEVm006243,-0.350374144,0.791772967,NA,0.341222566,0.795560817,0.995280907,-0.577321075,0.665276959,0.998387735
Dapma7bEVm006244,-1.479853304,0.030725334,NA,-1.434950356,0.035094569,0.599916104,-1.233982352,0.071309451,0.842554623
Dapma7bEVm006245,0.201767495,0.654606394,0.927997385,-0.170361136,0.705901977,0.992113972,0.031582816,0.944347801,0.998544574
Dapma7bEVm006246,-0.617895275,0.206578107,NA,0.080664737,0.865976796,0.996018607,-0.543715247,0.268250711,0.997835001
Dapma7bEVm006247,-0.990985776,0.191027168,NA,-0.488514745,0.51563417,0.96749809,-0.273655143,0.716340044,0.998544574
Dapma7bEVm006248,0.542239994,0.184235428,0.639239982,0.017675343,0.965601268,0.999117826,0.166344112,0.686278009,0.998544574
Dapma7bEVm006249,0.545026331,0.126073856,0.55514608,0.467014972,0.189035832,0.877495148,-0.0993426,0.783353534,0.998544574
Dapma7bEVm006250,-0.341822933,0.566464053,NA,0.112961708,0.848440894,0.995987636,0.066082678,0.911489248,0.998544574
Dapma7bEVm006251,-0.049532094,0.86694888,0.975305254,0.315411728,0.281591786,0.926961898,-0.099041873,0.738861325,0.998544574
Dapma7bEVm006252,-0.267861751,0.408428666,0.8250007,0.084801254,0.791965164,0.995280907,-0.061141636,0.85031809,0.998544574
Dapma7bEVm006253,-0.100196572,0.791481227,0.958268461,-0.546207838,0.150305205,0.847886003,-0.321799529,0.397940614,0.997835001
Dapma7bEVm006254,0.35148941,0.068804764,0.417453878,-0.056948002,0.768786736,0.995280907,0.001335078,0.994549704,0.9993904
Dapma7bEVm006255,-0.020528784,0.967821217,NA,-0.584896719,0.252948405,0.910652402,-0.138466764,0.786683811,0.998544574
Dapma7bEVm006256,0.19057172,0.493202049,0.872926831,0.037829069,0.891654312,0.996018607,-0.032513645,0.90760463,0.998544574
Dapma7bEVm006257,1.030976425,0.001523418,0.035616182,0.786360077,0.015605115,0.419389552,1.257173006,0.000110479,0.026823933
Dapma7bEVm006259,0.388726463,0.714961283,NA,0.687425549,0.515253034,0.96749809,-0.680146588,0.535872847,0.997835001
Dapma7bEVm006260,0.157517938,0.717752809,0.944353186,0.435705229,0.314469859,0.941696037,-0.070981019,0.871469691,0.998544574
Dapma7bEVm006261,0.264553517,0.447289521,0.849271268,0.091863554,0.791573213,0.995280907,0.023996932,0.945559832,0.998544574
Dapma7bEVm006262,-0.036424618,0.860618471,0.974034485,-0.022710556,0.912572231,0.996018607,0.352598048,0.088509064,0.873475793
Dapma7bEVm006263,-0.3101176,0.63836656,NA,0.325896597,0.61746086,0.980944104,0.315264654,0.630694755,0.997835001
Dapma7bEVm006264,0.141953717,0.778280869,NA,0.100448092,0.841487439,0.995987636,-0.151025679,0.767024798,0.998544574
Dapma7bEVm006265,0.23431308,0.371688593,0.803625488,0.516148914,0.048405813,0.668028204,0.209640259,0.424934859,0.997835001
Dapma7bEVm006266,-0.145780717,0.685269449,0.936672741,0.019268992,0.957010849,0.998192837,0.064726191,0.857168287,0.998544574
Dapma7bEVm006267,-0.173634327,0.502263907,0.876547521,-0.28207878,0.274331596,0.921222436,-0.281450446,0.280171619,0.997835001
Dapma7bEVm006269,-0.233622524,0.574556101,0.902283155,0.155055775,0.708090867,0.992113972,-0.132597105,0.750269735,0.998544574
Dapma7bEVm006270,0.266083708,0.101313054,0.512284071,0.309057355,0.055786564,0.702234205,0.312865356,0.054741262,0.7901493
Dapma7bEVm006271,0.29171279,0.224160948,0.685697219,-0.061934632,0.796529375,0.995280907,-0.136222847,0.572745751,0.997835001
Dapma7bEVm006272,-0.004326837,0.989312277,0.997788468,0.071951174,0.823354683,0.995280907,-0.094190692,0.771127541,0.998544574
Dapma7bEVm006273,0.323393084,0.186056878,0.6400977,0.239160119,0.327973596,0.941696037,0.083770693,0.732220954,0.998544574
Dapma7bEVm006274,-0.094176662,0.530768281,0.887408143,-0.088881235,0.552756594,0.971159653,-0.12134124,0.420973584,0.997835001
Dapma7bEVm006275,0.307275397,0.168139807,0.617199096,0.239019874,0.282989913,0.926961898,0.325155374,0.145423683,0.943931045
Dapma7bEVm006276,-0.45494963,0.173400949,0.623998934,-0.019792447,0.952299608,0.997211633,-0.107907106,0.746151486,0.998544574
Dapma7bEVm006277,-0.336904691,0.388712976,0.814564744,-0.510054981,0.191537428,0.877495148,-0.210255269,0.5909588,0.997835001
Dapma7bEVm006278,0.002837719,0.986410769,0.997650131,-0.320710621,0.054483845,0.697461093,0.086382997,0.604720773,0.997835001
