,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj
Dapma7bEVm005868,-0.723459693,0.229712561,NA,-0.700424728,0.242758286,0.908193465,-0.631150806,0.295661278,0.997835001
Dapma7bEVm005869,0.111701083,0.736496284,0.948821978,-0.542885344,0.104095521,0.798850238,0.281294145,0.396978718,0.997835001
Dapma7bEVm005870,0.676637481,0.001857662,0.040955186,0.531520241,0.014448824,0.408945316,0.832637146,0.00012891,0.030272645
Dapma7bEVm005871,-0.178285579,0.601106071,0.911004426,0.483856187,0.150632117,0.848119575,0.267621425,0.430604823,0.997835001
Dapma7bEVm005872,0.282053206,0.122467706,0.550554768,0.103012271,0.572512933,0.971159653,0.226364819,0.216101712,0.991712453
Dapma7bEVm005874,-0.297773494,0.402632319,NA,0.166654642,0.634208232,0.984106412,-0.100146202,0.778319623,0.998544574
Dapma7bEVm005875,-0.198118091,0.648187323,NA,-0.787569957,0.07163384,0.748167989,0.041517745,0.923766768,0.998544574
Dapma7bEVm005876,1.788089526,0.079700922,NA,0.700238595,0.496427429,0.964158903,1.431850822,0.162804644,0.956380318
Dapma7bEVm005877,0.08317691,0.781653266,0.956341445,0.084843071,0.777049962,0.995280907,-0.264394051,0.380530436,0.997835001
Dapma7bEVm005878,-0.025538304,0.962900965,NA,-0.124760006,0.819851337,0.995280907,-0.005783351,0.991620591,0.9993904
Dapma7bEVm005879,-0.02253229,0.94496123,0.991560848,-0.275071038,0.399373072,0.952985701,0.189947036,0.560576221,0.997835001
Dapma7bEVm005880,-0.223465799,0.363089006,0.798420527,-0.088237293,0.71875406,0.994207572,-0.198142866,0.420728205,0.997835001
Dapma7bEVm005881,-0.949914969,0.128691189,NA,-0.586645812,0.343762647,0.943571883,-0.603419406,0.333283581,0.997835001
Dapma7bEVm005882,1.011467632,0.183826804,NA,0.440876461,0.563896939,0.971159653,-0.087600607,0.910361979,0.998544574
Dapma7bEVm005883,-1.953735636,0.241467182,NA,-0.697020195,0.669116859,0.984883206,0.05351276,0.973764547,0.998544574
Dapma7bEVm005884,0.543525611,0.369860637,NA,1.083377039,0.071627524,0.748167989,-0.056521483,0.926693431,0.998544574
Dapma7bEVm005885,0.17889422,0.677288536,0.934304658,0.131022748,0.760053242,0.995280907,-0.151733515,0.725906336,0.998544574
Dapma7bEVm005886,0.635417822,0.285377081,0.739062373,0.725097871,0.222381685,0.899383861,-0.394710244,0.509491348,0.997835001
Dapma7bEVm005887,-0.022275077,0.940791268,0.990710614,-0.31752717,0.290043729,0.928872871,0.176671578,0.555795435,0.997835001
Dapma7bEVm005888,1.049168123,0.327039276,NA,1.769018706,0.09555658,0.793659898,0.713940653,0.508103437,0.997835001
Dapma7bEVm005890,0.618256913,0.006523992,0.102057302,0.604914803,0.007770879,0.302494145,0.144049617,0.526447032,0.997835001
Dapma7bEVm005891,0.089839507,0.839666874,NA,0.463794483,0.29075456,0.928872871,-0.132977638,0.766988782,0.998544574
Dapma7bEVm005892,0.314763586,0.237361927,0.697268737,-0.218982625,0.412488761,0.952985701,0.032102549,0.904610615,0.998544574
Dapma7bEVm005893,1.889700946,0.099011549,NA,1.191333604,0.300653868,0.933826739,1.019892216,0.380074011,0.997835001
Dapma7bEVm005894,0.250178584,0.305957147,0.755132054,0.234057799,0.336778117,0.943571883,-0.355906564,0.151052339,0.945673822
Dapma7bEVm005896,-0.508967926,0.417164218,NA,-0.590575764,0.34582978,0.943571883,-0.642284981,0.307476965,0.997835001
Dapma7bEVm005897,-0.497231034,0.007668868,0.113302204,-0.296782858,0.10879143,0.803630103,-0.19620554,0.291807201,0.997835001
Dapma7bEVm005898,0.330099904,0.502309673,NA,0.647561786,0.182923886,0.873752807,0.045547941,0.927256062,0.998544574
Dapma7bEVm005899,-0.304479316,0.390162173,0.816596187,-0.634065299,0.073851846,0.754213627,-0.392034812,0.270580383,0.997835001
Dapma7bEVm005900,0.563334019,0.181988479,0.635995475,0.584639333,0.165889583,0.859044255,-0.110289258,0.79415549,0.998544574
Dapma7bEVm005901,0.182939013,0.230903868,0.691772132,0.11145757,0.464863897,0.959980398,-0.084705993,0.580743586,0.997835001
Dapma7bEVm005902,0.049822449,0.885762167,0.979022792,0.251521814,0.464414722,0.959980398,0.257778391,0.457161549,0.997835001
Dapma7bEVm005903,-0.662269136,0.141938636,NA,0.472079031,0.282832253,0.926961898,0.514622722,0.24418224,0.997835001
Dapma7bEVm005904,-0.002951011,0.991748519,0.99836826,-0.118437557,0.67753835,0.987545798,0.024890261,0.930669689,0.998544574
Dapma7bEVm005905,-0.241072407,0.752927264,NA,-0.658639294,0.391108733,0.952985701,0.132001236,0.862797633,0.998544574
Dapma7bEVm005906,-0.280807325,0.212177111,0.672486859,-0.390489983,0.081884701,0.770189322,-0.169413951,0.452454655,0.997835001
Dapma7bEVm005907,0.147939186,0.465198816,0.859831711,-0.004984487,0.980348696,0.999288064,0.124574147,0.539685586,0.997835001
Dapma7bEVm005908,-0.092701828,0.903891698,NA,-1.261577564,0.103574039,0.798643787,-1.324119819,0.090216376,0.874390792
Dapma7bEVm005909,0.138562452,0.556473178,0.8962249,0.171426932,0.465095618,0.959980398,0.317186068,0.178380239,0.968041149
Dapma7bEVm005910,-0.035323493,0.932793859,NA,-0.285418845,0.495578285,0.964158903,0.029808979,0.94342901,0.998544574
Dapma7bEVm005912,0.044072097,0.771530101,0.956341445,0.081894355,0.58800793,0.974486937,-0.144877344,0.343052604,0.997835001
Dapma7bEVm005913,-0.099882615,0.767324197,0.956341445,0.304364066,0.36360422,0.947850483,0.221858492,0.510344717,0.997835001
Dapma7bEVm005915,-0.448492297,0.541702412,NA,0.248449862,0.73402816,0.995074609,-0.605300863,0.411562127,0.997835001
Dapma7bEVm005916,0.326192738,0.320912117,0.76626322,-0.008196873,0.980120708,0.999288064,-0.271237727,0.414722369,0.997835001
Dapma7bEVm005917,-0.82825174,0.025513983,0.242953638,-0.258118275,0.479981805,0.959980398,-0.383520647,0.298480956,0.997835001
Dapma7bEVm005918,-0.319207919,0.030386996,0.269686999,0.068981059,0.635894527,0.984106412,-0.309996736,0.03633291,0.700496547
Dapma7bEVm005919,0.989406402,0.394176335,NA,0.725827422,0.531988134,0.969618438,1.013073185,0.383861204,0.997835001
Dapma7bEVm005920,-0.197504127,0.311913536,0.759682672,-0.105629504,0.586943044,0.973740561,-0.4552206,0.020754634,0.562022938
Dapma7bEVm005922,0.45439176,0.068490075,0.416619396,-0.456693981,0.06879626,0.736001816,0.142826959,0.568651884,0.997835001
Dapma7bEVm005923,-0.175252064,0.398037658,0.819523842,0.061500744,0.764925555,0.995280907,0.192426356,0.351917819,0.997835001
Dapma7bEVm005924,-0.249801413,0.689520502,NA,0.249565103,0.685325065,0.990313418,0.483738522,0.433863975,0.997835001
Dapma7bEVm005925,-0.328424388,0.374627404,0.805884531,-0.685665542,0.064261875,0.7242733,0.215667549,0.557965498,0.997835001
Dapma7bEVm005926,-0.234035152,0.471242099,0.861065873,-0.313210441,0.333696702,0.941696037,-0.283463295,0.384919439,0.997835001
Dapma7bEVm005927,-0.584074165,0.037855854,0.305358596,-0.269359195,0.333634184,0.941696037,-0.327121434,0.244298184,0.997835001
Dapma7bEVm005928,-0.30335753,0.588037957,NA,-0.613624992,0.273608425,0.921222436,-0.523701233,0.352846799,0.997835001
Dapma7bEVm005929,-0.224817214,0.68362323,NA,-0.178228602,0.745293311,0.995280907,0.130866101,0.81192753,0.998544574
Dapma7bEVm005931,0.546694307,0.144108341,NA,0.421501272,0.258614469,0.917811413,0.274277428,0.469578944,0.997835001
Dapma7bEVm005933,-0.006739884,0.965671855,0.99557375,0.055126209,0.722842015,0.994207572,-0.254975337,0.108104565,0.914141657
Dapma7bEVm005934,-0.286740895,0.45647881,0.854048709,-0.105768147,0.782099795,0.995280907,-0.245900475,0.524345326,0.997835001
Dapma7bEVm005935,-0.867267263,0.104239975,NA,-0.917663275,0.084545944,0.776857378,-0.8028555,0.133565124,0.934694869
Dapma7bEVm005936,-0.147135799,0.638629015,0.920677565,0.000813067,0.997915978,0.999771496,0.042983727,0.89089497,0.998544574
Dapma7bEVm005937,0.021206305,0.974856003,NA,-0.044950397,0.946598556,0.997211633,0.100894931,0.881015146,0.998544574
Dapma7bEVm005938,0.217378651,0.458627617,0.855793688,0.488341726,0.093585533,0.788595743,0.524251034,0.073403834,0.844126466
Dapma7bEVm005939,-0.884485874,0.000585951,0.017106058,-0.252865971,0.318464812,0.941696037,-0.032919947,0.896980038,0.998544574
Dapma7bEVm005940,-0.301492243,0.002612166,0.052927449,-0.328031479,0.000994071,0.097645164,-0.315639924,0.001723601,0.182893201
Dapma7bEVm005941,-0.193685551,0.582300166,0.904925933,-0.325439527,0.354628306,0.947009914,-0.455540039,0.199173093,0.985021292
Dapma7bEVm005942,-0.437796783,0.499206789,NA,-0.61946834,0.33862797,0.943571883,-0.738132452,0.257908457,0.997835001
Dapma7bEVm005943,0.066004468,0.920551522,NA,0.583538923,0.374955471,0.94908951,-0.476409079,0.475971506,0.997835001
Dapma7bEVm005944,0.116007301,0.775877668,0.956341445,0.189530239,0.641002101,0.984108345,0.352674454,0.386629592,0.997835001
Dapma7bEVm005945,0.041447016,0.957761013,NA,-1.013731533,0.201639383,0.883183547,0.15988567,0.838294474,0.998544574
Dapma7bEVm005946,-0.695178755,0.089119423,NA,-0.19817527,0.620669784,0.980944104,-0.278427599,0.492759562,0.997835001
Dapma7bEVm005947,0.074854491,0.757852256,0.952312776,-0.018021565,0.940771345,0.997211633,-0.307789852,0.207198533,0.990147509
Dapma7bEVm005948,-0.208596531,0.605012819,0.912074241,0.236610217,0.554236608,0.971159653,-0.020523986,0.959421945,0.998544574
Dapma7bEVm005949,0.343698368,0.162595469,0.610637509,-0.306825274,0.216647489,0.895708159,0.079994982,0.747774328,0.998544574
Dapma7bEVm005951,-1.140027525,0.003356946,0.064779158,-0.494347036,0.19532004,0.879308477,-0.582152643,0.130889515,0.933200618
Dapma7bEVm005952,-0.078836772,0.778321157,0.956341445,-0.183025763,0.512800675,0.96749809,0.124069198,0.657750561,0.998247148
Dapma7bEVm005953,0.258116681,0.684000233,NA,0.073225414,0.907947326,0.996018607,0.638570601,0.312230107,0.997835001
Dapma7bEVm005954,-0.066934756,0.930048243,NA,-0.213918364,0.778834154,0.995280907,-0.071310534,0.925662082,0.998544574
Dapma7bEVm005955,2.28994903,0.000812073,NA,1.477992651,0.031314832,0.573638062,1.582133878,0.021591357,0.572887282
Dapma7bEVm005956,0.81231651,0.024423164,0.235845306,0.258922947,0.474989212,0.959980398,0.115325693,0.752916872,0.998544574
Dapma7bEVm005957,0.215652344,0.077530933,0.44731406,0.11078621,0.363597342,0.947850483,-0.058391683,0.63525334,0.997835001
Dapma7bEVm005958,1.882937529,0.204669464,NA,1.113674736,0.454420915,0.958143384,-0.863520805,0.576691214,0.997835001
Dapma7bEVm005959,-0.118083197,0.729462526,0.947248677,0.153952002,0.650986663,0.984108345,-0.15329942,0.654086258,0.997835001
Dapma7bEVm005960,0.02991701,0.917635135,0.985745393,0.257189625,0.370817523,0.947850483,0.281715613,0.329755167,0.997835001
Dapma7bEVm005961,-0.320044236,0.391867166,0.817724036,-0.350094579,0.347564553,0.944748435,-0.642348635,0.088466269,0.873475793
Dapma7bEVm005962,-0.287424615,0.782920778,NA,-1.667313053,0.113745559,0.807106535,-0.917309548,0.38252517,0.997835001
Dapma7bEVm005963,0.204782364,0.887521077,NA,0.007313891,0.995967169,0.999771496,-1.815660434,0.235144847,0.997835001
Dapma7bEVm005964,2.382236406,0.000442117,0.013582718,0.555690967,0.412755353,0.952985701,0.027415798,0.967797592,0.998544574
Dapma7bEVm005965,0.459361948,0.319047224,0.764793518,0.082565424,0.858022029,0.996018607,0.091969772,0.842773948,0.998544574
Dapma7bEVm005966,-0.273182648,0.278643484,0.732375471,-0.084036496,0.737573097,0.995280907,-0.04545449,0.856894453,0.998544574
Dapma7bEVm005967,0.013890184,0.983018877,NA,-0.397580117,0.543324718,0.971159653,0.376198794,0.563484174,0.997835001
Dapma7bEVm005968,0.044631055,0.872921277,0.976136843,-0.218773115,0.433028131,0.953450428,0.348753275,0.211302736,0.99129443
Dapma7bEVm005969,-0.676207762,0.341029642,NA,0.131156051,0.849747847,0.995987636,0.665713881,0.335620528,0.997835001
Dapma7bEVm005970,-0.146422282,0.654151361,0.92780468,-0.18785084,0.56457963,0.971159653,-0.241504405,0.461669122,0.997835001
Dapma7bEVm005971,-0.112997359,0.712365132,0.942675167,0.041072274,0.892498141,0.996018607,0.072127919,0.813991062,0.998544574
Dapma7bEVm005972,0.036965623,0.831141815,0.966225934,-0.032732099,0.849754626,0.995987636,0.277302876,0.109400111,0.914141657
Dapma7bEVm005973,-1.50803618,0.136744584,NA,-0.600574527,0.540691368,0.971159653,-0.437381744,0.657795733,0.998247148
Dapma7bEVm005975,-0.395256127,0.077241451,0.446552136,-0.050639154,0.819945877,0.995280907,-0.15244827,0.495369347,0.997835001
Dapma7bEVm005976,-0.521267663,0.001496264,0.035272049,-0.125635364,0.438107659,0.954579575,-0.229496874,0.161136605,0.956380318
Dapma7bEVm005977,0.83135527,0.520723892,NA,1.224025065,0.340593901,0.943571883,1.231752918,0.339977695,0.997835001
Dapma7bEVm005978,-0.237012915,0.357659599,0.792832296,0.037098156,0.884997104,0.996018607,0.307065991,0.231893244,0.997835001
Dapma7bEVm005979,0.209267126,0.105934717,0.520813886,-0.021954806,0.865251939,0.996018607,0.211839822,0.103125936,0.901770852
Dapma7bEVm005980,-0.14294573,0.606712059,0.9122955,0.096863044,0.724600527,0.994207572,-0.006331019,0.981835889,0.999133275
Dapma7bEVm005981,-0.282221269,0.484801067,0.869108296,-0.605552009,0.134078124,0.831909087,-0.429694271,0.288678784,0.997835001
Dapma7bEVm005982,1.521575055,1.24E-06,9.11E-05,0.376216345,0.231242884,0.905069485,0.195730846,0.534095985,0.997835001
Dapma7bEVm005983,-0.261349037,0.538747232,0.890729554,-0.647202709,0.128850492,0.830048985,0.64293306,0.126821885,0.932704674
Dapma7bEVm005985,0.004527109,0.992909839,NA,-0.888996398,0.08426805,0.776295698,0.000213657,0.99966636,0.999938786
Dapma7bEVm005986,0.171427254,0.51129049,0.879895262,-0.330519276,0.206443988,0.884141008,-0.489678784,0.063211424,0.819615126
Dapma7bEVm005987,-0.477850486,0.355467399,NA,-0.78459214,0.129473931,0.83019483,-0.885573875,0.089465581,0.873475793
Dapma7bEVm005988,-2.20656509,0.103501424,NA,0.211431386,0.868730608,0.996018607,-0.55281695,0.670283248,0.998544574
Dapma7bEVm005989,0.18500327,0.291482087,0.743573353,0.284472529,0.10363059,0.798643787,0.250639725,0.153607037,0.947726878
Dapma7bEVm005990,-0.449779999,0.258824147,NA,0.221767834,0.568160824,0.971159653,0.002855499,0.994231065,0.9993904
Dapma7bEVm005991,-0.018933677,0.976294188,NA,-0.460344438,0.471220107,0.959980398,0.299279004,0.638060998,0.997835001
Dapma7bEVm005992,0.463925805,0.400538961,NA,-0.076760301,0.890220442,0.996018607,0.792551303,0.149643814,0.945673822
Dapma7bEVm005993,-0.110203654,0.835377985,NA,-0.741180254,0.166369678,0.85944668,-0.251758568,0.637917317,0.997835001
Dapma7bEVm005994,0.242372149,0.687085377,NA,-0.259338837,0.66751556,0.984883206,0.128601558,0.831471881,0.998544574
Dapma7bEVm005995,-0.695913401,0.053421824,0.367723955,-0.225190057,0.527471046,0.969618438,-0.520514843,0.148722431,0.945673822
Dapma7bEVm005996,0.059742251,0.737010314,0.948821978,0.123808188,0.485335609,0.960719372,-0.269707887,0.131793316,0.933200618
Dapma7bEVm005997,-0.135087696,0.595991036,0.908948229,-0.266040338,0.296044985,0.933826739,-0.049644911,0.845656216,0.998544574
Dapma7bEVm005998,0.515273626,0.049766126,0.353219128,0.292427664,0.265437137,0.921222436,0.24417338,0.35445344,0.997835001
Dapma7bEVm005999,-0.590838587,0.425202879,NA,-1.790980105,0.01857299,0.451711523,0.139170569,0.849639335,0.998544574
Dapma7bEVm006000,0.105517057,0.760416317,0.953303603,-0.04873654,0.887812504,0.996018607,-0.053851316,0.877173817,0.998544574
Dapma7bEVm006001,-0.944103836,0.28177268,NA,0.298394014,0.728464066,0.994284703,-0.568066114,0.515710471,0.997835001
Dapma7bEVm006002,-0.751927803,0.180443259,NA,-0.122472007,0.825310742,0.995280907,-0.275079009,0.622598639,0.997835001
Dapma7bEVm006003,-0.195368846,0.709698497,NA,-0.580730309,0.26975104,0.921222436,-0.038591709,0.941427671,0.998544574
Dapma7bEVm006004,1.091253207,0.089029406,NA,1.32677681,0.037382689,0.612245181,0.747599542,0.248979566,0.997835001
Dapma7bEVm006006,-4.655465685,0.003050802,NA,-0.01033481,0.993877354,0.999771496,-0.631159099,0.641639791,0.997835001
Dapma7bEVm006008,0.452067469,0.340622699,0.781848107,0.278078553,0.557463673,0.971159653,0.30966983,0.515605095,0.997835001
Dapma7bEVm006009,-1.025874317,0.413314998,NA,-0.199287338,0.873212088,0.996018607,-2.615337916,0.040716974,0.731325246
Dapma7bEVm006011,-0.295498476,0.648528622,NA,-0.243152759,0.706149274,0.992113972,-0.31963885,0.623550593,0.997835001
Dapma7bEVm006012,0.761865863,0.336743458,NA,-1.177692826,0.146313536,0.844456647,0.409733907,0.607125145,0.997835001
Dapma7bEVm006013,0.276667978,0.25263505,0.709094708,0.202988401,0.39877959,0.952985701,0.34281019,0.157964437,0.954382355
Dapma7bEVm006014,-0.234864676,0.635399863,NA,-0.525790925,0.288796879,0.928699314,0.23462504,0.634387909,0.997835001
Dapma7bEVm006015,0.078535623,0.844514319,NA,-0.095148588,0.811918455,0.995280907,-0.074735682,0.853020166,0.998544574
Dapma7bEVm006016,0.015606068,0.949756501,0.991560848,-0.10828734,0.661568811,0.984108345,-0.509018048,0.041736647,0.731325246
Dapma7bEVm006017,0.304333993,0.182030708,0.635995475,0.100524488,0.659044532,0.984108345,0.031012131,0.892979775,0.998544574
Dapma7bEVm006018,-0.62485267,0.610328439,NA,-0.30188166,0.804619696,0.995280907,0.861114051,0.478723359,0.997835001
Dapma7bEVm006019,-0.331076404,0.043823418,0.329449902,-0.236510814,0.148368339,0.845416249,-0.11154013,0.496974078,0.997835001
Dapma7bEVm006020,-0.272916088,0.53316382,NA,-0.563599554,0.198401825,0.882036162,-0.070763454,0.871629363,0.998544574
Dapma7bEVm006021,-0.572997388,0.638028937,NA,0.121135326,0.920163172,0.996018607,-0.298858621,0.806018861,0.998544574
Dapma7bEVm006022,-0.225340477,0.576995849,0.904100988,-0.330631378,0.412475701,0.952985701,0.153589934,0.703331891,0.998544574
Dapma7bEVm006024,-0.197003758,0.475870202,0.863834347,0.00509793,0.985190338,0.999771496,0.050800217,0.854027718,0.998544574
Dapma7bEVm006025,-0.145794789,0.61280998,0.913632258,0.215335486,0.446855392,0.957485081,-0.040671349,0.888056144,0.998544574
Dapma7bEVm006026,-0.008521088,0.978284304,0.997181633,-0.31772857,0.310506024,0.939154914,-0.169898161,0.589275571,0.997835001
Dapma7bEVm006028,-0.455932194,0.312457913,NA,0.086257383,0.845056927,0.995987636,-0.354358182,0.433870071,0.997835001
Dapma7bEVm006029,-0.730223518,0.301280121,NA,0.108050596,0.876676629,0.996018607,-0.627100143,0.375564117,0.997835001
Dapma7bEVm006030,1.123211984,1.50E-07,1.40E-05,-0.14844751,0.491185351,0.964158903,0.039838881,0.853893491,0.998544574
Dapma7bEVm006031,-1.392117569,0.120055705,NA,-0.898353935,0.311696397,0.94001238,-0.191527015,0.828885028,0.998544574
Dapma7bEVm006032,-0.275633579,0.836914307,NA,1.727363556,0.19161462,0.877495148,-0.165352224,0.901822103,0.998544574
Dapma7bEVm006033,-0.572280692,0.018357783,0.200031665,-0.443332932,0.06570587,0.728576339,0.051912126,0.829249116,0.998544574
Dapma7bEVm006034,0.009054238,0.9927626,NA,-0.332578034,0.739336361,0.995280907,-0.8380981,0.411326937,0.997835001
Dapma7bEVm006035,-2.096373437,0.096432709,NA,0.929926995,0.421512007,0.952985701,-0.235983171,0.841814756,0.998544574
Dapma7bEVm006036,-0.776997156,0.020213859,0.212440271,-0.460790024,0.167123496,0.860200396,-0.278219494,0.404828043,0.997835001
Dapma7bEVm006039,0.128341779,0.873341204,NA,0.637216062,0.426865042,0.953108977,0.748746173,0.351212082,0.997835001
Dapma7bEVm006040,-0.112400532,0.817246958,NA,-0.589842943,0.226557568,0.903927488,-0.290299061,0.552568651,0.997835001
Dapma7bEVm006041,0.70674411,0.325063897,NA,-1.133992109,0.125859889,0.828331342,-0.377045398,0.607712634,0.997835001
Dapma7bEVm006042,0.785494826,0.468476955,NA,0.368758363,0.734436668,0.995251657,1.226485653,0.25561038,0.997835001
Dapma7bEVm006043,-0.790613622,0.669449299,NA,0.028591176,0.987640926,0.999771496,-4.294794756,0.030781412,0.650359478
Dapma7bEVm006044,-0.34511208,0.096656838,0.498817275,-0.595380682,0.004153675,0.221120907,-0.095677345,0.644752445,0.997835001
Dapma7bEVm006045,-0.437486223,0.248610001,0.704968388,-0.376942769,0.318242639,0.941696037,-0.332000962,0.381946533,0.997835001
Dapma7bEVm006046,0.157307666,0.564581026,0.898512378,-0.108275796,0.691804705,0.990759476,-0.176985596,0.521174265,0.997835001
Dapma7bEVm006048,-0.774576579,0.517530638,NA,-0.374530298,0.752726381,0.995280907,-0.096279087,0.935549685,0.998544574
Dapma7bEVm006049,-0.080395849,0.649460902,0.926306827,0.044499834,0.799795192,0.995280907,0.053365688,0.763222257,0.998544574
Dapma7bEVm006050,-0.860923284,0.093228358,NA,-0.349582708,0.489062906,0.963132545,-0.350379101,0.491475855,0.997835001
Dapma7bEVm006051,-1.042981763,0.253775137,NA,-0.480103299,0.591902673,0.976169215,-0.783351937,0.390359545,0.997835001
Dapma7bEVm006052,-0.225083121,0.660912553,0.929662848,-0.097341232,0.849020638,0.995987636,0.053929939,0.916230229,0.998544574
Dapma7bEVm006053,0.254653572,0.557661308,NA,-0.006188918,0.988632698,0.999771496,-0.071181816,0.870893936,0.998544574
Dapma7bEVm006054,0.09416751,0.761076,0.953410003,0.381979744,0.213886941,0.892956169,0.457934816,0.138181873,0.942348685
Dapma7bEVm006055,-1.710781041,0.170221176,NA,-4.772605858,0.000879442,0.090633111,-0.970185908,0.432658277,0.997835001
Dapma7bEVm006056,2.52090842,0.093643626,NA,2.44927153,0.103156412,0.798643787,2.523559163,0.093545244,0.881602379
Dapma7bEVm006057,0.138173839,0.771974247,NA,-0.191965436,0.687595294,0.990313418,-0.135164909,0.778595663,0.998544574
Dapma7bEVm006058,-0.092257823,0.789606019,0.957706436,0.209301124,0.543175502,0.971159653,-0.10903875,0.753041002,0.998544574
Dapma7bEVm006059,-0.348903113,0.228723896,0.690573403,-0.008060462,0.977620028,0.999213221,0.207681784,0.471173815,0.997835001
Dapma7bEVm006060,0.144739786,0.797037609,NA,-0.828883497,0.144411143,0.841614978,-0.079112945,0.888737889,0.998544574
Dapma7bEVm006061,0.536988771,0.548573588,NA,-1.7076655,0.067511043,0.734919685,-0.782536281,0.394904937,0.997835001
Dapma7bEVm006062,0.13415794,0.541588558,0.892509416,0.381428962,0.080367074,0.765075427,0.205558555,0.350767025,0.997835001
Dapma7bEVm006063,0.057239198,0.725156168,0.945412097,-0.220534594,0.175691515,0.867556343,-0.168904093,0.302021152,0.997835001
Dapma7bEVm006064,-0.07170921,0.904827744,NA,0.051518634,0.931166027,0.997211633,0.250067679,0.676112684,0.998544574
Dapma7bEVm006065,-0.12879041,0.618104449,0.915076084,-0.090119581,0.72555595,0.994207572,0.005382779,0.983400278,0.999369764
Dapma7bEVm006066,0.375400446,0.18419033,0.639239982,0.371257911,0.187032665,0.877495148,-0.007129879,0.980159086,0.998710342
Dapma7bEVm006068,-0.289437848,0.679551369,NA,-0.988244972,0.161535233,0.855694214,-0.132810073,0.849763109,0.998544574
Dapma7bEVm006069,-0.286515591,0.312182816,0.75970139,-0.359982274,0.201817379,0.883183547,-0.285348652,0.317033334,0.997835001
Dapma7bEVm006071,-0.644128284,0.676290057,NA,1.287446611,0.397628718,0.952985701,-0.158603085,0.917866696,0.998544574
Dapma7bEVm006073,-0.338958969,0.181030065,0.634310357,-0.376933337,0.135537314,0.831977978,-0.026565685,0.916349964,0.998544574
Dapma7bEVm006074,0.647510348,0.190713032,NA,0.397029486,0.422391633,0.952985701,0.04372248,0.930297761,0.998544574
Dapma7bEVm006075,-0.010066515,0.983084752,0.997502234,-0.185767292,0.695346962,0.991705864,0.308284192,0.515551016,0.997835001
Dapma7bEVm006077,0.073323308,0.824381811,0.965622596,0.139818271,0.67059664,0.985471585,0.01942202,0.953354204,0.998544574
Dapma7bEVm006078,-0.307430713,0.159213231,0.603901997,-0.220847574,0.308838653,0.93895248,-0.029831767,0.891171777,0.998544574
Dapma7bEVm006079,-0.059027984,0.719473432,0.944769916,-0.280912357,0.08736058,0.777265818,0.226000575,0.168883709,0.958881938
Dapma7bEVm006081,0.106736192,0.930819723,NA,-0.208827867,0.86522085,0.996018607,0.836131036,0.494580924,0.997835001
Dapma7bEVm006082,1.112786566,0.366352616,0.800897983,0.429439997,0.727495509,0.994207572,0.972133732,0.430174334,0.997835001
Dapma7bEVm006083,-0.672736981,0.072780257,0.432816206,0.099267133,0.789089966,0.995280907,-0.59257281,0.114647123,0.920947209
Dapma7bEVm006084,-0.099106597,0.772501969,0.956341445,-0.156088501,0.647599621,0.984108345,0.084941119,0.804353571,0.998544574
Dapma7bEVm006085,1.302502224,0.038411748,NA,0.218440969,0.730876438,0.994377906,-0.47372584,0.466830618,0.997835001
Dapma7bEVm006086,-1.28117978,0.307552452,NA,-1.121928278,0.368102096,0.947850483,-1.171280798,0.351767829,0.997835001
Dapma7bEVm006087,-0.367020856,0.461127044,NA,-0.548934786,0.269978946,0.921222436,-0.608144818,0.224787395,0.997835001
Dapma7bEVm006088,-0.010866378,0.96852849,0.995788437,0.369393981,0.175763257,0.867593008,0.249688053,0.364098942,0.997835001
Dapma7bEVm006089,0.671440336,0.417578572,NA,0.068774494,0.934250169,0.997211633,0.627727372,0.450486162,0.997835001
Dapma7bEVm006091,0.251657429,0.369084567,0.801866138,0.069900074,0.802745382,0.995280907,0.293101199,0.296963155,0.997835001
Dapma7bEVm006092,-0.32168845,0.431075853,0.837546919,-0.666097723,0.103328868,0.798643787,-0.274944718,0.501579503,0.997835001
Dapma7bEVm006093,0.06147476,0.825635792,0.965772028,-0.196910677,0.480427571,0.959980398,-0.030281081,0.913684057,0.998544574
Dapma7bEVm006094,-0.065031667,0.8569987,0.973462762,0.339547035,0.342395994,0.943571883,0.506996383,0.15771906,0.953704318
Dapma7bEVm006095,0.044378966,0.832905878,0.966225934,-0.051925168,0.804766025,0.995280907,0.096971162,0.64529615,0.997835001
Dapma7bEVm006097,0.220228946,0.831182828,NA,0.202508993,0.844423402,0.995987636,-0.118535227,0.908950035,0.998544574
Dapma7bEVm006098,-1.257506746,0.156962768,NA,-1.231083523,0.164127419,0.857449044,-0.269139945,0.759635647,0.998544574
Dapma7bEVm006099,-0.074679653,0.913613108,NA,-0.332130548,0.629512872,0.983270613,-0.308416888,0.655960384,0.997835001
Dapma7bEVm006100,0.209388607,0.782089462,NA,-0.628590892,0.412344548,0.952985701,0.369993258,0.625255214,0.997835001
Dapma7bEVm006101,0.167976285,0.579803573,0.904100988,-0.289606114,0.341358814,0.943571883,0.39020862,0.198238557,0.984876052
Dapma7bEVm006102,0.408876858,0.258500961,NA,0.172272517,0.633916036,0.984106412,-0.109471892,0.766080218,0.998544574
Dapma7bEVm006103,-0.485782337,0.056350503,0.378785765,0.166322295,0.511045889,0.96749809,0.5861211,0.020576067,0.560321933
